"Package","VersionGA","VersionPreview","DisplayName","ServiceName","RepoPath","MSDocs","GHDocs","Type","New","PlannedVersions","LatestGADate","FirstGADate","Support","EOLDate","Hide","Replace","ReplaceGuide","MSDocService","ServiceId","Notes"
"sdk/resourcemanager/labservices/armlabservices","1.1.1","","Resource Management - Lab Services","Lab Services","resourcemanager/labservices/armlabservices","","","mgmt","true","","04/14/2023","08/26/2022","","","","","","","",""
"sdk/resourcemanager/resources/armlinks","1.1.1","","Resource Management - Links","Links","resourcemanager/resources/armlinks","","","mgmt","true","","04/14/2023","05/16/2022","","","","","","","",""
"sdk/resourcemanager/loadtesting/armloadtesting","1.1.0","","Resource Management - Load Testing","Load Testing","resourcemanager/loadtesting/armloadtesting","","","mgmt","true","","03/30/2023","11/21/2022","","","","","","","",""
"sdk/resourcemanager/resources/armlocks","1.1.1","","Resource Management - Locks","Locks","resourcemanager/resources/armlocks","","","mgmt","true","","04/14/2023","05/16/2022","","","","","","","",""
"sdk/resourcemanager/operationalinsights/armoperationalinsights","1.1.1","2.0.0-beta.3","Resource Management - Log Analytics","Log Analytics","resourcemanager/operationalinsights/armoperationalinsights","","NA","mgmt","true","","04/14/2023","05/16/2022","","","","","","","",""
"sdk/resourcemanager/logic/armlogic","1.1.1","","Resource Management - Logic","Logic","resourcemanager/logic/armlogic","","","mgmt","true","","04/14/2023","05/18/2022","","","","","","","",""
"sdk/resourcemanager/logz/armlogz","1.1.1","","Resource Management - Logz","Logz","resourcemanager/logz/armlogz","","","mgmt","true","","04/14/2023","05/18/2022","","","","","","","",""
"sdk/resourcemanager/m365securityandcompliance/armm365securityandcompliance","","0.6.1","Resource Management - M365 Security and Compliance","M365 Security and Compliance","resourcemanager/m365securityandcompliance/armm365securityandcompliance","","","mgmt","true","","","","","","","","","","",""
"sdk/resourcemanager/machinelearning/armmachinelearning","3.1.1","","Resource Management - Machine Learning","Machine Learning","resourcemanager/machinelearning/armmachinelearning","","NA","mgmt","true","","04/14/2023","05/29/2022","","","","","","","",""
"sdk/resourcemanager/machinelearningservices/armmachinelearningservices","1.0.1","","Resource Management - Machine Learning Services","Machine Learning","resourcemanager/machinelearningservices/armmachinelearningservices","","","mgmt","true","","05/30/2022","05/18/2022","","","","","","","",""
"sdk/resourcemanager/maintenance/armmaintenance","1.1.1","","Resource Management - Maintenance","Maintenance","resourcemanager/maintenance/armmaintenance","","","mgmt","true","","04/14/2023","05/18/2022","","","","","","","",""
"sdk/resourcemanager/resources/armmanagedapplications","1.1.1","","Resource Management - Managed Applications","Managed Applications","resourcemanager/resources/armmanagedapplications","","","mgmt","true","","04/14/2023","05/16/2022","","","","","","","",""
"sdk/resourcemanager/solutions/armmanagedapplications","1.1.1","","Resource Management - Managed Applications","Solutions","resourcemanager/solutions/armmanagedapplications","","","mgmt","true","","04/14/2023","05/17/2022","","","","","","","",""
"sdk/resourcemanager/dashboard/armdashboard","1.1.1","","Resource Management - Managed Grafana","Grafana","resourcemanager/dashboard/armdashboard","","","mgmt","true","","04/14/2023","08/22/2022","","","","","","","",""
"sdk/resourcemanager/managednetwork/armmanagednetwork","","0.2.0","Resource Management - Managed Network","Managed Network","resourcemanager/managednetwork/armmanagednetwork","","","mgmt","true","","","","","","","","","","",""
"sdk/resourcemanager/msi/armmsi","1.1.0","","Resource Management - Managed Service Identity","Managed Service Identity","resourcemanager/msi/armmsi","","","mgmt","true","","03/30/2023","02/02/2023","","","","","","","",""
"sdk/resourcemanager/managedservices/armmanagedservices","","0.6.0","Resource Management - Managed Services","Managed Services","resourcemanager/managedservices/armmanagedservices","","","mgmt","true","","","","","","","","","","",""
"sdk/resourcemanager/managednetworkfabric/armmanagednetworkfabric","","0.1.0","Resource Management - Managednetworkfabric","Managednetworkfabric","resourcemanager/managednetworkfabric/armmanagednetworkfabric","","","mgmt","true","","","","","","","","","","","Needs Review"
"sdk/resourcemanager/managementgroups/armmanagementgroups","1.1.0","","Resource Management - Management Groups","Management Groups","resourcemanager/managementgroups/armmanagementgroups","","","mgmt","true","","03/30/2023","05/18/2022","","","","","","","",""
"sdk/resourcemanager/managementpartner/armmanagementpartner","","0.6.0","Resource Management - Management Partner","Management Partner","resourcemanager/managementpartner/armmanagementpartner","","","mgmt","true","","","","","","","","","","",""
"sdk/resourcemanager/maps/armmaps","","0.6.1","Resource Management - Maps","Maps","resourcemanager/maps/armmaps","","","mgmt","true","","","","","","","","","","",""
"sdk/resourcemanager/mariadb/armmariadb","1.1.1","","Resource Management - MariaDB","MariaDB","resourcemanager/mariadb/armmariadb","","","mgmt","true","","04/14/2023","05/16/2022","","","","","","","",""
"sdk/resourcemanager/marketplace/armmarketplace","1.1.1","","Resource Management - Marketplace","Marketplace","resourcemanager/marketplace/armmarketplace","","","mgmt","true","","04/14/2023","05/18/2022","","","","","","","",""
"sdk/resourcemanager/marketplaceordering/armmarketplaceordering","1.1.0","1.2.0-beta.2","Resource Management - Marketplace Ordering","Marketplace Ordering","resourcemanager/marketplaceordering/armmarketplaceordering","","","mgmt","true","","","05/18/2022","","","","","","","",""
"sdk/resourcemanager/mediaservices/armmediaservices","3.3.1","","Resource Management - Media Services","Media Services","resourcemanager/mediaservices/armmediaservices","","NA","mgmt","true","","04/14/2023","05/18/2022","","","","","","","",""
"sdk/resourcemanager/migrate/armmigrate","1.1.1","","Resource Management - Migrate","Migrate","resourcemanager/migrate/armmigrate","","","mgmt","true","","04/14/2023","06/10/2022","","","","","","","",""
"sdk/resourcemanager/mixedreality/armmixedreality","","0.6.0","Resource Management - Mixed Reality","Mixed Reality","resourcemanager/mixedreality/armmixedreality","","","mgmt","true","","","","","","","","","","",""
"sdk/resourcemanager/mobilenetwork/armmobilenetwork","2.1.1","","Resource Management - Mobile Network","Mobile Network","resourcemanager/mobilenetwork/armmobilenetwork","","NA","mgmt","true","","04/14/2023","12/21/2022","","","","","","","",""
"sdk/resourcemanager/monitor/armmonitor","","0.10.1","Resource Management - Monitor","Monitor","resourcemanager/monitor/armmonitor","","","mgmt","true","","","","","","","","","","",""
"sdk/resourcemanager/mysql/armmysql","1.1.1","","Resource Management - MySQL","MySQL","resourcemanager/mysql/armmysql","","","mgmt","true","","04/14/2023","05/17/2022","","","","","","","",""
"sdk/resourcemanager/mysql/armmysqlflexibleservers","1.1.1","2.0.0-beta.1","Resource Management - MySQL Flexible Server","MySQL","resourcemanager/mysql/armmysqlflexibleservers","","NA","mgmt","true","","","05/17/2022","","","","","","","",""
"sdk/resourcemanager/netapp/armnetapp","4.0.0","","Resource Management - Net App","Net App","resourcemanager/netapp/armnetapp","","NA","mgmt","true","","03/24/2023","05/18/2022","","","","","","","",""
"sdk/resourcemanager/network/armnetwork","3.0.0","3.1.0-beta.2","Resource Management - Network","Network","resourcemanager/network/armnetwork","","NA","mgmt","true","","","05/16/2022","","","","","","","",""
"sdk/resourcemanager/networkcloud/armnetworkcloud","","0.2.0","Resource Management - Network Cloud","Operator Nexus - Network Cloud","resourcemanager/networkcloud/armnetworkcloud","","","mgmt","true","","","","","","","","","","",""
"sdk/resourcemanager/networkfunction/armnetworkfunction","2.1.0","","Resource Management - Network Function","Network Function","resourcemanager/networkfunction/armnetworkfunction","","NA","mgmt","true","","03/30/2023","07/18/2022","","","","","","","",""
"sdk/resourcemanager/newrelic/armnewrelicobservability","1.0.0","","Resource Management - New Relic Observability","New Relic Observability","resourcemanager/newrelic/armnewrelicobservability","","","mgmt","true","","05/23/2023","05/23/2023","","","","","","","",""
"sdk/resourcemanager/nginx/armnginx","2.1.0","","Resource Management - Nginx","Nginx","resourcemanager/nginx/armnginx","","NA","mgmt","true","","03/30/2023","08/30/2022","","","","","","","",""
"sdk/resourcemanager/notificationhubs/armnotificationhubs","1.1.1","","Resource Management - Notification Hubs","Notification Hubs","resourcemanager/notificationhubs/armnotificationhubs","","","mgmt","true","","04/14/2023","05/17/2022","","","","","","","",""
"sdk/resourcemanager/oep/armoep","","0.5.1","Resource Management - Oep","Oep","resourcemanager/oep/armoep","","","mgmt","true","","","","","","","","","","",""
"sdk/resourcemanager/operationsmanagement/armoperationsmanagement","","0.7.1","Resource Management - Operations Management","Operations Management","resourcemanager/operationsmanagement/armoperationsmanagement","","","mgmt","true","","","","","","","","","","",""
"sdk/resourcemanager/orbital/armorbital","2.0.1","","Resource Management - Orbital","Orbital","resourcemanager/orbital/armorbital","","NA","mgmt","true","","04/14/2023","05/18/2022","","","","","","","",""
"sdk/resourcemanager/paloaltonetworksngfw/armpanngfw","1.0.0","","Resource Management - Palo Alto Networks","Paloaltonetworksngfw","resourcemanager/paloaltonetworksngfw/armpanngfw","","","mgmt","true","","07/17/2023","07/17/2023","","","","","","","",""
"sdk/resourcemanager/peering/armpeering","1.1.0","","Resource Management - Peering","Peering","resourcemanager/peering/armpeering","","","mgmt","true","","03/30/2023","05/18/2022","","","","","","","",""
"sdk/resourcemanager/resources/armpolicy","","0.7.1","Resource Management - Policy","Policy","resourcemanager/resources/armpolicy","","","mgmt","true","","","","","","","","","","",""
"sdk/resourcemanager/policyinsights/armpolicyinsights","","0.7.1","Resource Management - Policy Insights","Policy Insights","resourcemanager/policyinsights/armpolicyinsights","","","mgmt","true","","","","","","","","","","",""
"sdk/resourcemanager/portal/armportal","","0.6.0","Resource Management - Portal","Portal","resourcemanager/portal/armportal","","","mgmt","true","","","","","","","","","","",""
"sdk/resourcemanager/postgresql/armpostgresql","1.1.1","","Resource Management - PostgreSQL","PostgreSQL","resourcemanager/postgresql/armpostgresql","","","mgmt","true","","04/14/2023","05/16/2022","","","","","","","",""
"sdk/resourcemanager/postgresql/armpostgresqlflexibleservers","3.0.0","4.0.0-beta.1","Resource Management - PostgreSQL Flexible Server","PostgreSQL","resourcemanager/postgresql/armpostgresqlflexibleservers","","NA","mgmt","true","","","05/16/2022","","","","","","","",""
"sdk/resourcemanager/postgresqlhsc/armpostgresqlhsc","","0.6.1","Resource Management - PostgreSQL HSC","PostgresSQL","resourcemanager/postgresqlhsc/armpostgresqlhsc","","","mgmt","true","","","","","","","","","","",""
"sdk/resourcemanager/powerbiprivatelinks/armpowerbiprivatelinks","2.0.1","","Resource Management - Power BI  Private Links","Power BI Private Links","resourcemanager/powerbiprivatelinks/armpowerbiprivatelinks","","NA","mgmt","true","","04/14/2023","05/18/2022","","","","","","","",""
"sdk/resourcemanager/powerbidedicated/armpowerbidedicated","1.1.0","","Resource Management - Power BI Dedicated","Power BI Dedicated","resourcemanager/powerbidedicated/armpowerbidedicated","","","mgmt","true","","03/30/2023","05/18/2022","","","","","","","",""
"sdk/resourcemanager/powerbiembedded/armpowerbiembedded","1.1.1","","Resource Management - Power BI Embedded","Power BI Embedded","resourcemanager/powerbiembedded/armpowerbiembedded","","","mgmt","true","","04/14/2023","05/18/2022","","","","","","","",""
"sdk/resourcemanager/powerplatform/armpowerplatform","","0.2.1","Resource Management - Power Platform","Power Platform","resourcemanager/powerplatform/armpowerplatform","","","mgmt","true","","","","","","","","","","",""
"sdk/resourcemanager/privatedns/armprivatedns","1.1.0","","Resource Management - Private DNS","Private DNS","resourcemanager/privatedns/armprivatedns","","","mgmt","true","","03/28/2023","05/18/2022","","","","","","","",""
"sdk/resourcemanager/providerhub/armproviderhub","1.1.1","","Resource Management - Provider Hub","Provider Hub","resourcemanager/providerhub/armproviderhub","","","mgmt","true","","04/14/2023","05/17/2022","","","","","","","",""
"sdk/resourcemanager/purview/armpurview","1.1.0","","Resource Management - Purview","Purview","resourcemanager/purview/armpurview","","","mgmt","true","","03/31/2023","05/16/2022","","","","","","","",""
"sdk/resourcemanager/quantum/armquantum","","0.6.1","Resource Management - Quantum","Quantum","resourcemanager/quantum/armquantum","","","mgmt","true","","","","","","","","","","",""
"sdk/resourcemanager/liftrqumulo/armqumulo","1.0.0","","Resource Management - Qumulo","Liftrqumulo","resourcemanager/liftrqumulo/armqumulo","","","mgmt","true","","05/23/2023","05/23/2023","","","","","","","",""
"sdk/resourcemanager/quota/armquota","","0.6.1","Resource Management - Quota","Quota","resourcemanager/quota/armquota","","","mgmt","true","","","","","","","","","","",""
"sdk/resourcemanager/recoveryservices/armrecoveryservices","1.4.0","","Resource Management - Recovery Services","Recovery Services","resourcemanager/recoveryservices/armrecoveryservices","","","mgmt","true","","06/20/2023","05/17/2022","","","","","","","",""
"sdk/resourcemanager/redhatopenshift/armredhatopenshift","1.2.0","","Resource Management - Red Hat OpenShift","Red Hat OpenShift","resourcemanager/redhatopenshift/armredhatopenshift","","","mgmt","true","","03/31/2023","05/18/2022","","","","","","","",""
"sdk/resourcemanager/redis/armredis","2.3.0","","Resource Management - Redis","Redis","resourcemanager/redis/armredis","","NA","mgmt","true","","06/20/2023","05/17/2022","","","","","","","",""
"sdk/resourcemanager/redisenterprise/armredisenterprise","1.1.1","","Resource Management - Redis Enterprise","Redis Enterprise","resourcemanager/redisenterprise/armredisenterprise","","","mgmt","true","","04/14/2023","05/17/2022","","","","","","","",""
"sdk/resourcemanager/relay/armrelay","1.1.1","","Resource Management - Relay","Relay","resourcemanager/relay/armrelay","","","mgmt","true","","04/14/2023","05/18/2022","","","","","","","",""
"sdk/resourcemanager/reservations/armreservations","3.0.1","","Resource Management - Reservations","Reservations","resourcemanager/reservations/armreservations","","NA","mgmt","true","","04/14/2023","05/18/2022","","","","","","","",""
"sdk/resourcemanager/resourceconnector/armresourceconnector","","0.4.0","Resource Management - Resource Connector","Resource Connector","resourcemanager/resourceconnector/armresourceconnector","","","mgmt","true","","","","","","","","","","",""
"sdk/resourcemanager/resourcegraph/armresourcegraph","","0.8.1","Resource Management - Resource Graph","Resource Graph","resourcemanager/resourcegraph/armresourcegraph","","","mgmt","true","","","","","","","","","","",""
"sdk/resourcemanager/resourcehealth/armresourcehealth","1.2.0","","Resource Management - Resource Health","Resource Health","resourcemanager/resourcehealth/armresourcehealth","","","mgmt","true","","05/23/2023","05/18/2022","","","","","","","",""
"sdk/resourcemanager/resourcemover/armresourcemover","1.1.1","","Resource Management - Resource Mover","Resource Mover","resourcemanager/resourcemover/armresourcemover","","","mgmt","true","","04/14/2023","05/18/2022","","","","","","","",""
"sdk/resourcemanager/resources/armresources","1.1.1","1.2.0-beta.2","Resource Management - Resources","Resources","resourcemanager/resources/armresources","","","mgmt","true","","","05/15/2022","","","","","","","",""
